numeroClient;vehicle_id;vehicule;Immat;unid_id;telephone;Date COMM
10084;;Mager Grue 5404;5404 CT 839 VV;912443846;33681718581;
10084;;4617 biod;FG 19 tonnes Man;912443850;33671991533;
20100;;master CRISTIAN-ADRIEN;CY 257 XZ;912442804;33643846088;
20100;;PETIT MASTER;AZ 032 SG;912442819;33670903618;
20100;;master ARNAUD -ALEX;ck 537 ec;912442829;33677780362;
20100;;master MICKAEL - CHRIS;BW 267 MK;912443525;33685245289;
30072;;Bi Temp;613321853;613321853;33640336160;
30072;;DS3;613321872;613321872;33689189924;
30072;;C 15;613321879;613321879;33671935086;
30072;;5 PALETTES;;912442756;33608724567;
30072;;6 PALETTES;;912442763;33608047975;
30072;;4 PALETTES;;912442776;33637843704;
40077;;SPRINTER 1;DF 355 MG;613321492;33642839784;
40077;;JUMPER 13;CZ 805 WQ;912440291;33672363527;
40077;;SPRINTER 14;DF 256 MG;912442745;33788042772;
40077;;VITO 5;DE 190 TV;912442934;3,37E+11;
40077;;SPRINTER 17;DF 455 MF;912444191;33631538460;
10086;;LUC;DC-133-BN;912440328;33645449365;
20088;;MercedesR;BX 774 XS;912440392;33645449302;
20088;;COMBI GRIS;BS 756 NW;912440434;33645449030;
20088;;AUDI A6 ;9029 XG 68;912443364;33677782415;
10065;;Jean-Baptiste;J-Baptiste - CT 290 JF ;613321429;33676758047;
10065;;Cedric - BR 436 SH;Cedric - BR 436 SH;912441507;33788208197;
10065;;Seb - DB 746 ED;Seb - DB 746 ED;912442861;33647478976;
10065;;Gilles - 9545 VV 86;Gilles - 9545 VV 86;912442865;33684519946;
10065;;Eric - AM 750 XN;Eric - AM 750 XN;912442867;33684527123;
10065;;Gregorie - CT 341 JH;Gregorie - CT 341 JH;912442868;33684510442;
10065;;Jerome - DC 269 NA;Jerome - DC 269 NA;912442871;33689169550;
40097;;93;613460946;613460946;33685337297;
40097;;95;613460976;613460976;33789832446;
50011;;SYLVAIN;912443381;912443381;33638784970;
40108;;614270007;614270007;614270007;33632280029;
40108;;CABROL;368 BBL 34;614270284;33632280178;
40024;;912442849;912442849;912442849;33786874566;
40024;;912443460;912443460;912443460;33630683921;
40024;;912443478;912443478;912443478;33631562987;
40024;;912443495;912443495;912443495;33630684038;
30045;;clio campus Ilham;BD-714-MH;613461608;33787490749;
30045;;BOXER TONY;BC 313 ZJ;912441958;33684517517;
30045;;EXPERT FLORIAN;CV-139-WL;912442844;33679717137;
30045;;CLIO2 max;AQ 473 BD;912444155;33684500600;
30045;;Clio campus momo;AA-914-YX;912444159;33682655679;
30045;;BOXER VINC;DG-786-HP;912444163;33684507101;
30045;;Clio campus melanie;AG 137 CH;912444170;33684507110;
20048;;Mb;18;912442752;33608228134;
20048;;RB;58;912443357;33673022588;
10076;;Surbaisse;AW 511 LB;912441564;33645449596;
10076;;Hazebrouck;CQ 688 MG;912443825;33647361235;
10076;;PR9;CQ 656 MG;912443847;33674564247;
40119;;HASSAN;BR280NQ;613460788;33686344487;
40119;;AHMED;BS446KS;613460789;33686344505;
40119;;LUCAS;BS551KS;613460790;33686342973;
40119;;ROMUALD;CP931CG;613460805;33686344534;
40119;;CHRISTELLE;613460975;613460975;33789832451;
30039;;CLASSE S NOIR;DB 640 GF;912441981;33682083847;
30039;;class e oscar;class e oscar;912442790;33645487338;
30039;;CLASSE E noir Hybride;;912443332;33688956347;
30015;;AMV8 VANTAGE;AMV8 VANTAGE;912441060;33674565545;
20058;;VITO Yannick;BL-581-LL;912440329;33640644509;
20058;;TOURNEO 2;BV-529-FD;912443496;33674498755;
20058;;TOURNEO 1 ;DF-281-VQ;912443501;33630682592;
20058;;Connect;DE-351-TW;912443528;33689179669;
10054;;Mercedes S 350;AG-493-ZA;912440411;33645448274;
20001;;613461522;613461522;613461522;33647023477;
20001;;MAZDA;CR-596-BG;912443367;33682894445;
40105;;614270011;614270011;614270011;33684527498;
40105;;614270202;614270202;614270202;33676551353;
40105;;614270283;614270283;614270283;33789830943;
40105;;614270309;614270309;614270309;33631040862;
40105;;614270319;614270319;614270319;33676551325;
10102;;613321261;613321261;613321261;33671773105;
10102;;613321384;613321384;613321384;33670965192;
10102;;MERCEDES ROUGE;613460807;613460807;33786573800;
10102;;613460817;613460817;613460817;33671779464;
10102;;613460818;613460818;613460818;33670965685;
10102;;613460819;613460819;613460819;33670964930;
10102;;613460825;613460825;613460825;33671773457;
10102;;613460828;613460828;613460828;33671773993;
10102;;MAN BLANC WALTER;613460842;613460842;33683733967;
10102;;MAN BLEU;613460857;613460857;33671254107;
10089;;MB SABRE;ACN-141;912441058;33787961169;
10089;;FIN - INNACTIF;EU-CC 3643;912441084;33630600747;
10089;;MB E 300  PHC ;DG-359-QR;912441094;33631881694;
10089;;MB E - SAFA VTC;DB 744 RK;912441097;33672804822;
10089;;MB E - YASSINE ;DB 297 RG;912442784;33642427886;
10089;;VIANO B UND B ;VIE ;912442788;33645487347;
10089;;MB E 220 - B und B;VIE ZC 400;912442866;33684073596;
10089;;COUNTRYMAN NOIR;BUSHBUNDER;912443553;33788373587;
40116;;br 612 sa;613461527;613461527;33672045455;
40116;;cl 931 gf;613461528;613461528;33689637767;
20091;;613321217;613321217;613321217;33789590107;
20091;;CG 229 DY   613321228;CG 229 DY;613321228;33786954300;
20091;;CK 665 FH   613321232;CK 665 FH;613321232;33682807691;
20091;;BX 869 QH   613321280;BX 869 QH;613321280;33645282575;
20091;;BX 846 QH   613321374;BX 846 QH;613321374;33632462665;
20091;;CV 182 DW                    613460937;CV 182 DW       ;613460937;33789618944;
20091;;BB 419 SR                    613460942;BB 419 SR;613460942;33789618945;
20091;;BB 543 SR                  613460953;BB 543 SR;613460953;33642835104;
20091;;BL 356 VT                 613460955;BL 356 VT;613460955;33789618948;
20091;;BL 390 VT                613460964;BL 390 VT;613460964;33642835634;
20091;;BL 553 TR                912441172;BL 553 TR              912441172;912441172;33679173595;
20091;;BX814QH   912442821;BX814QH;912442821;33670061390;
20091;;BE043BB  912442984;BE043BB;912442984;33645282567;
20091;;BF 119 BA                          912443474;BF 119 BA                          912443474;912443474;33670112943;
20091;;BL 573 TR              912443516;BL 573 TR              912443516;912443516;33674597591;
20091;;BB517SR  912443801;BB517SR;912443801;33647368609;
20091;;BB472SR  912443813;BB472SR;912443813;33631215239;
20091;;BL269VT 912443822;BL269VT;912443822;33633238924;
40069;;LAURENT;BF 275 DL;613321235;33684511485;
40069;;David;5417 HYL;613321254;33632147491;
40069;;J-Michel;1140HZP;613321323;33640336942;
40069;;613460808;613460808;613460808;33683718600;
40069;;JUAN;8962HPD;613460882;33685587562;
40069;;Pascal;AV 396 RJ;613460978;33607691258;
40069;;Jordi;1933 HNB;613460981;33680343901;
40069;;Calin;6092CNK;613460983;33643871274;
40069;;Mohamed;BC 757 BJ;613460988;33689097833;
40069;;TRANS GILLES;2308 HNF;613461514;33632094708;
20053;;BULL BP;BP-452-AW;612230555;33673578992;
20053;;TEF DG;DG-700-EY;613321531;33683720899;
20053;;EXPRESS DA;DA-567-KH;613460143;33648334726;
20053;;BDR BH;BH-740-YD;613461486;33678943157;
20053;;AV-761-VF;Av-761-vf;613461538;33689282191;
20053;;BULL AN;AN-545-WS;613461590;33672668377;
20053;;CY-424-ZD;CY-424-ZD;613461855;33674793697;
20053;;CARLI DH;DH-940-PF;613461860;33680344471;
20053;;BJ TSPT CG;CG-702-RQ;613461861;33672045090;
20053;;FY BG;BG-606-HN;613461871;33786079791;
20053;;HIMEX DC;DC-775-CV;912440374;33645448836;
20053;;HIMEX CZ;CZ-515-MG;912440397;33645448153;
20053;;BM DF;DF-707-LA;912441152;33683724770;
20053;;TEF DA;DA-849-PB;912441309;33688356853;
20053;;B2R CA;CA-636-NX;912441487;33645384254;
20053;;FY BY;BY-104-MC;912441575;33640641790;
20053;;ART BY;BY-824-LX;912441968;33685532698;
20053;;FY CZ;CZ-678-PV;912443359;33632326749;
20053;;EXPRESS BY;BY-016-JR;912443424;33689175489;
20053;;EXPRESS BF;Bf616jv;912444103;33674020732;
20053;;GESKA DD;DD-271-EV;912444184;33682084120;
20053;;TEF DB;DB-191-TD;912444199;33680245693;
40125;;613460134;613460134;613460134;33632531637;
40125;;613460139;613460139;613460139;33671315189;
40125;;613460144;613460144;613460144;33645487362;
40125;;613460149;613460149;613460149;33645892017;
40125;;613461468;613461468;613461468;33689967043;
40125;;613461472;613461472;613461472;33677746361;
40125;;613461625;613461625;613461625;33682894333;
40047;;613321522;613321522;613321522;33789610059;
40047;;SOUE;613321527;613321527;33642837582;
40047;;DADOU;912441170;912441170;33645124372;
40047;;coiffard cristophe;912442811;912442811;33647626575;
40047;;ALEX;912444007;912444007;33640336849;
30019;;MASTER 1;912443362;912443362;33679050258;
20039;;Taxi 840 Passat CC;CV-840-GW;613321791;33673661690;
20039;;PR 519 Caravelle;BY-519-ER;613461485;33638835622;
20039;;Vsl 367 Scout;AW-367-QG;613461799;33670970324;
20039;;Taxi 855 Superb;CJ-855-FJ;912441076;33689193578;
20048;;Ambu 921 Ford;DB-921-CJ;912442805;33645486377;
20039;;Taxi 224 Sharan;BY-224-WS;912442884;33675249421;
20039;;Ambu 958 T5;AG-958-VP;912442890;33672404470;
20039;;Vsl 542 Scout;CN-542-XR;912442892;33670801881;
20039;;Taxi 116 Sharan;CN-116-MA;912442893;33688277951;
20039;;Ambu 925 T5;CP-925-AQ;912442945;33675241497;
20039;;Ambu 889 T5;AC-889-WV;912443385;33682566451;
20039;;ASSU;BQ-197-JV;912443393;33638305469;
20039;;Ambu 791 T5;AG-791-HR;912443508;33679824923;
20039;;Vsl 480 Scout;DL-480-MF;912443541;33688035740;
30053;;AMB 2;BD 983 XF;912443448;33670437699;
30053;;Amb 1;212 CGV 59;912444051;33689159564;
10048;;tepee;AS604KH;912441486;33645583556;
10048;;scenic 3;AN 921 TS;912441490;33645581772;
20108;;912442738;912442738;912442738;33789493443;
20038;;TOY 198;TOY 198;912441071;33689190278;
20038;;PST 327;PST 327;912441425;33645588304;
20038;;PST 513;PST 513;912441568;33785602348;
20038;;TOY 947;TOY 947;912441571;33645449448;
20038;;amb;bn;912442933;33645282326;
20038;;SW;SW;912442948;33681525041;
20038;;TOURAN;TOURAN;912443851;33631106720;
20038;;T5;T5;912444181;33684502063;
30063;;MERCEDES VITO;BL 096 CH;912442718;33637841499;
30063;;MERCEDES SPLINTER 14M3;CC 067 RZ;912442725;33789236086;
30063;;FIAT SCUDO;CC 228 BL;912442731;33788312393;
30063;;FORD CUSTOM 2;DA 850 KW;912442734;33788318032;
30063;;NISSAN 2;CL 072 CK;912442740;33638140597;
20024;;PEUGEOT 207;BV 451 GE;912442993;33672805342;
20024;;MERCEDES SPRINTER;AY 938 RF;912442998;33631537822;
20024;;MERCEDES INTURO;CJ 041 QT;912443844;33648435364;
20024;;SETRA;AA 296 KA;912443849;33648435364;
30060;;ANTOINE;DE073TB;912442701;33789546224;
30060;;YOANN;BC573VE;912442706;33637826991;
30060;;BOXER COOP;CW894RH;912442741;33637844159;
50012;;ADRIEN;CK 087 FD;613321498;33671196166;
50012;;VINCENT  ANTHONY;CL 690 AF;613321499;33671209270;
50012;;FRED;AW 307 QZ;613321503;33640335139;
50012;;JONATHAN;CK 120 FD;613321504;33789590434;
50012;;FABRICE;CK 106 FD;613321508;33640335246;
50012;;JULIEN;CL 694 FK;613321513;33671001965;
30062;;185;DF-185-LD;912442715;33638275566;
30062;;TRAFIC;AH-730-ZQ;912442719;33638488104;
30062;;989;DL-989-JB;912442721;33789437079;
30062;;748;DG-748-TA;912444002;33638601400;
30062;;535;DF-535-YG;912444011;33789237956;
30062;;ASSU;BY-174-ZX;912444021;33789237491;
30061;;284;613321306;613321306;33673686944;
30061;;281;613321968;613321968;33638663649;
40059;;GOR - MORAUX;125PW10;912444110;33786983558;
40059;;MANISI;DA-510-KQ;912444115;33647478487;
40059;;BARAZZUTTI;BK-423-TX;912444116;33647027675;
40059;;SEYER;7115PT10;912444117;33688146769;
40059;;PIAT;AC-071-KY;912444118;33687804629;
40059;;MEZONIER;AC-076-KY;912444125;33678947253;
40059;;HOMBOURGER-GUILLETAT;BD-823-WM;912444130;33689191558;
40059;;RUFF;CG-541-CS;912444140;33672046553;
40059;;MARE;AK-433-FP;912444142;33672045479;
30037;;SPRINTER 453;CL453AS;613461529;33676554692;
30037;;KANGOON3;AT-961-PZ;613461612;33676554696;
30037;;KANGOO;AV957HR;912443304;33689347195;
30037;;MASTER;AE-213-CD;912443314;33688367346;
30037;;KANGOO N2;DE-667-ZS;912443329;33688696354;
30037;;JUMPER;CW056XC;912443333;33683950336;
30064;;C1;;912442727;33789591363;
40060;;613321222;613321222;613321222;33687418058;
40060;;613460883;613460883;613460883;33608970487;
40060;;613460885;613460885;613460885;33640251014;
40060;;613460887;613460887;613460887;33786078014;
40060;;613460889;613460889;613460889;33688127060;
40060;;613460891;613460891;613460891;33688220055;
40060;;613460896;613460896;613460896;33674485794;
40060;;613460900;613460900;613460900;33684507449;
40060;;613460901;613460901;613460901;33684514265;
40060;;613460906;613460906;613460906;33678119299;
40060;;613460907;613460907;613460907;33672046846;
40060;;613460961;613460961;613460961;33678942678;
40060;;613460965;613460965;613460965;33672397905;
40060;;613460967;613460967;613460967;33682779125;
40060;;613460982;613460982;613460982;33637904265;
40060;;912443848;912443848;912443848;33788209598;
30052;;CHANTIER;CL 464 ER;912442713;33789494180;
40026;;trafic;912442791;912442791;33642427822;
20070;;Megane Malek;612230840;612230840;33677779983;
20070;;912442705;912442705;912442705;33789590606;
20070;;Megane Jerome;912442747;912442747;33677783859;
20070;;912442798;912442798;912442798;33647634468;
20070;;Stephane SZYMANSKI - 207;912442824;912442824;33676702941;
20070;;912442828;912442828;912442828;33672760738;
20070;;912442830;912442830;912442830;33677782604;
20070;;207 Dom;AA-026-RN;912442835;33671350356;
20070;;Doblo FIAT Jacky;912442840;912442840;33676955519;
20070;;Jumpy;DB-747-LP;912442845;33677778833;
20070;;Ford;CL-307-JX;912442858;33672975004;
20070;;Cube MASTER Sylvain;912442941;912442941;33648941100;
20070;;MERCEDES ;912442942;912442942;33631255466;
20070;;912443518;912443518;912443518;33632737398;
20070;;912444010;912444010;912444010;33640339737;
20070;;912444012;912444012;912444012;33789590946;
20070;;912444015;912444015;912444015;33640336821;
20070;;RENAULT Master Philippe;912444016;912444016;33789590573;
20070;;912444025;912444025;912444025;33640336819;
20070;;912444026;912444026;912444026;33640336798;
20070;;912444027;912444027;912444027;33677784908;
20070;;Cube MASTER S2E;CZ-676-SN;912444030;33789590685;
20090;;T5 (911);DH 911 QK;612230504;33671880188;
20090;;T5 (869);CT 869 SG;613321500;33671201770;
20090;;BOXER (407;DH 407 FM;613321510;33671490041;
20090;;613321521;613321521;613321521;33671479706;
20090;;TWIN (493);CW493NX;912441101;33645282196;
20090;;BOXER (396);DH 396 FM;912441107;33786290344;
20090;;EXPERT (242);CQ 242 WY;912441140;33684502063;
20090;;T5 (910);DH 910 QK;912441272;33640337592;
20090;;TWIN (477);CW477NX;912441380;33672671892;
20090;;BIPPER;DF 391 DG;912441396;33637377011;
10073;;Mehdi;BN-280-PJ;912441062;33689152004;
20075;;RENAULT MAXITY;912443555;912443555;33679824549;
20075;;912444093;912444093;912444093;33787545092;
20017;;Mercedes SPRINTER;CV 510 CV;912442971;33672769626;
20017;;Mercedes SPRINTER;CV 500 CV;912442994;33680847625;
10044;;Partner;;912441494;33645579437;
40127;;614270006;614270006;614270006;33632280701;
40127;;614270043;614270043;614270043;33632280962;
40127;;614270312;614270312;614270312;33672063413;
40127;;614270316;614270316;614270316;33632280200;
40030;;DUCATO FEEDER;DC460VK;613321453;33673648917;
40030;;PTIT SEB;;613321761;33673585514;
40030;;MASTER CELINE; ;613321815;33637169490;
40030;;SPRINTER;2059 PQ 12;613321852;33670063339;
40030;;CRAFTER;VW;613461924;33673552092;
20092;;philippe;DG287ZD;912441248;33637894302;
20009;;12 m3 attelage;12m3 att bc359tq;612230502;33676892890;
20009;;mercedes vito;CZ-2591-YY;912440299;33640336883;
20009;;nacelle;912440428;912440428;33645448199;
20009;;pelle 4t;pelle 4t;912441245;33687175315;
20009;;9 places;912442753;912442753;33608220303;
20009;;benne iveco;912442758;912442758;33645594660;
20009;;benne mercedes;912442759;912442759;33608220062;
20009;;pelle 1t;912442762;912442762;33608226977;
20009;;pelle 2t2;912442764;912442764;33608723309;
20009;;twingo;912442766;912442766;33608229586;
20009;;PELLE 2T7;912442771;912442771;33608220681;
20009;;depanneuse;912442772;912442772;33608616710;
20009;;20m3;912442773;912442773;33608318093;
20009;;12m3;12m3 cf-622-tv;912442822;33684039672;
20009;;jumpy;912442856;912442856;33608224266;
20009;;25m3;912442857;912442857;33608225622;
20009;;6t;912444180;912444180;33672606290;
20009;;merlo;912444189;912444189;33685532101;
20009;;14m3;912444192;912444192;33631871881;
20009;; 2t7 neuve;2t7;912444202;33786290160;
10057;;Sandero gris PM;DK 377 NQ;612230603;33678948110;
10057;;C6 noir FL;BT 562 HW;912440399;33645448328;
10057;;C4 gris RR;BT 832 HV;912440406;33645448392;
10057;;Jumpy gris MO;833 EME 78;912440432;33645448411;
10057;;Latitude SR;BH 234 HH;912440435;3,37E+11;
10057;;Jumpy noir 2 ;CH 834 HG;912442883;33678948193;
10057;;C8 noir MF;AC 210 BC;912442903;33684470105;
10057;;Jumpy noir 1 SH;BP 985 TQ;912442904;33678947267;
10057;;C8 gris PV;BE 920 AV;912442905;33684419586;
10057;;Loggy noir LM;DF 791 FT;912442911;33647478348;
10057;;Viano noir;CW 511 FN;912442921;33689168072;
10057;;Class E CC;CA 789 HT;912443366;33642997640;
20045;;HERVE M 91;BY 662 PN;613461858;33786077966;
20045;;M 88 ALAIN;CR 611 SL;912443423;33689285313;
20045;;M 83 BEATRICE;AD 756 BT;912443428;33674716183;
20045;;M 81 JEAN PIERRE;CM-339-DT;912443433;33689281493;
20045;;M 80 ELISE;AV 568 DC;912443441;33674671142;
20045;;M 84 JEAN CYRIL;AX 265 WE;912443446;33689288166;
20045;;M 82 LUDO;AM-859-BJ;912443451;33786361865;
20045;;M 87 NADIA;BB 675 LL;912443520;33632737690;
20045;;M 86  REMPLACEMENT;BB 944 HV;912443531;33684247947;
20045;;M85 MAUD;BA-647-KZ;912443532;33674979944;
20045;;M90 CLAIRE;CS-368-TK;912443536;33685535249;
10018;;PASSAT;;612230621;33645992438;
30014;;Mercedes Classe S;CM-069-HV;912441069;33645812979;
20060;;912441059;912441059;912441059;33674609378;
20031;;Att Pose - 912442935;Att Pose - 912442935;912442935;33673094322;
20031;;Att Pose - 912443507;Att Pose - 912443507;912443507;33675705978;
10004;;att Pose 1;;912440297;33645448193;
10004;;att Pose 2;;912440347;33645448185;
10006;;artur;DE 715 VV;912440309;33645448963;
10006;;thierry;DE 662 YG;912440310;33645449026;
10006;;patrick;CY 947 MH;912440324;33645448968;
10006;;thomas;DB 812 CE;912440353;33645448983;
10006;;leatitia;DK 134 CG;912440395;33785602374;
10006;;aurelie;DB 404 GN;912441214;33787038295;
10006;;eric;BE 827 RH;912442779;33789537485;
10006;;HS;AS 528 JD;912442992;33637110247;
10006;;LIGNE 90;BT 711 HH;912443415;33632550378;
20071;;AB-709-PM;AB 709 PM;912442823;33673021333;
20071;;BB-052-EV;BB-052-EV;912442833;33674046249;
20071;;CE-590-BS;CE-590-BS;912442836;33675761903;
20071;;CW-510-GC;CW 510 GC;912442846;33673099895;
20071;;CF-706-QR;CF 706 QR;912442850;33672174221;
20071;;490-BEL-67;490-BEL-67;912442852;33670060670;
20071;;972-AWC-67;972-AWC-67;912442853;33672731578;
20071;;927-BDH-67;927-BDH-67;912442854;33677782900;
10036;;2651 YE 27;2651 YE 27;912440325;33645448640;
10036;;bz-935-ew;bz-935-ew;912441095;33681620889;
10036;;cs-354-kt;cs-354-kt;912441514;33645603995;
40072;;Mercedes Viano;DA-908-GN;613461812;33638772140;
20098;;BMW S1000RR HP4;CT-339-ZB;613321882;33632238701;
20098;;BMW 335d;AE-394-MR;912441150;33631296917;
40063;;RENFORT 9414;BY 215 JH;613461483;33689158167;
40063;;548 NEUFCHATEAU;BT 049 RZ;613461532;33643585382;
40063;;FEDEX MTZ;BX 133 VC;613461543;33682774857;
40063;;5462 REMIREMONT;BW371MN;613461804;33679376177;
40063;;946 LE THILLOT;530AHE54;912441389;33643598569;
40063;;MULET;AB 308 QK;912444077;33643723908;
40063;;8200 SIERCK;CP 153 HE;912444109;33688927728;
40063;;5500 BAR LE DUC;BZ475GY;912444113;33689976047;
40063;;4995 LA BRESSE;AM 336 MX;912444120;33681601725;
40063;;FAULQUEMONT;AF 225 PA;912444126;33786980944;
40063;;8208 YUTZ;AC 804 TT;912444127;33683718437;
40063;;6622 LUDO;BC 451 DG;912444133;33680260299;
40063;;3688 MORHANGE;BT 234 VJ;912444135;33786983361;
40063;;DAVID 2373;BZ 560 LX;912444141;33687893085;
40063;;9413 BOULAY;CD 571 LK;912444152;33786076215;
40049;;master;912442722;912442722;33789486037;
40036;;138 CHV 44;138 CHV 44;613321234;33670441974;
40036;;BA 680 QZ;BA 680 QZ;613321247;33608725508;
40036;;8718  ZF 49;8718  ZF 49;613460865;33689273836;
40036;;CQ 20m3 Hayon Iveco;CQ 20m3 Hayon Iveco;912441087;33681605101;
40036;;surb BT850GV;surb BT850GV;912441510;33630351789;
40036;;CS 055 DG;CS 055 DG;912442711;33640337694;
40088;;613460796;613460796;613460796;33789305070;
40088;;613460798;613460798;613460798;33686344339;
40088;;613460804;613460804;613460804;33686344478;
40088;;613460824;613460824;613460824;33686344468;
40088;;anthony l;CJ 680 WB;613460881;33645512630;
20005;;FORD TRANSIT;BR-369-YP;912440355;33785602360;
20005;;TRAFIC;CJ-783-XG;912440409;33645449023;
40117;;613460795;613460795;613460795;33789306706;
40117;;daf;cj928dx;613460810;33686346802;
40117;;magnum;dk067dq;613460814;33686346886;
40117;;613460856;613460856;613460856;33686346774;
20042;;Philippe;CG-258-EL;613321002;33672769538;
20042;;ALEXANDRE;BR-878-MG;613321003;33643847157;
20042;;MOHAMED;CG-207-GE;613321008;33677780922;
20042;;LAURENT;BY-462-DP;613321009;33672783230;
20042;;SEBASTIEN;CW-256-LK;613321011;33608037733;
20042;;AZDINE;AH-021-KW;613321012;33645694484;
20042;;YOANN;AB-448-KW;613321016;33676186918;
20042;;ETIENNE;BA-587-YL;613321017;33632321165;
20042;;166;AV-166-KZ;613321020;33682894289;
20042;;MARC;AC-370-FD;613321021;33678115626;
20042;;bernard;3565 XY 26;613321314;33643487014;
20042;;REMY;AG-643-ZS;613321351;33637028342;
20042;;LUDOVIC;AC-397-SR;613321360;33674246358;
20042;;JEAN JACQUES;AS-386-YK;613460956;33647432979;
20042;;J Claude;DA-656-GL;912443814;33638325331;
20042;;nabyl;DH-101-ZP;912443818;33679809234;
20042;;SERGE;BZ-980-GC;912443821;33684724645;
20042;;JULIEN;CW-872-AB;912443828;33674745254;
20026;;Att Pose - 912443815;Att Pose - 912443815;912443815;33688374433;
10091;;Att Pose - 912443512;Att Pose - 912443512;912443512;33686956883;
10071;;207;circuit 27;613321035;33789591201;
10071;;Mourad.Chaker;DG962;613321579;33640335470;
10071;;Roissy.Milan;DF725YS;613321878;33640335525;
10071;;Vito TCS;Vito TCS;912442910;33685209090;
10071;;BF 714;BF.714.PA;912442919;33671754799;
10071;;Bipper;BD 696 SW;912442946;33688378967;
10071;;master 20m3;CP 083 AE;912442966;33684514306;
10071;;Vito Circuit Soissons;CY 331 VJ;912442981;33674929621;
10071;;vito circuit 16;CV 361 VJ;912443000;33684526627;
10071;;LABIB;DF131SG;912443551;33684199983;
30105;;CP436NR;CP436NR;613321219;33683287996;
30105;;CZ638WH;CZ638WH;613321229;33789590262;
30105;;CM408FJ;CM408FJ;613321249;33683239473;
30105;;DK799BL;DK799BL;613321274;33645810034;
30105;;DC168DJ;DC168DJ;613321394;33632739585;
30105;;AR478FW;AR478FW;613460912;33789590174;
30105;;AW255SX;AW255SX;613460918;33670443186;
30105;;AF050VB;AF050VB;613460924;33682140854;
30105;;BOITIER EN PANNE;BOITIER EN PANNE;613460938;33647349749;
30105;;613461870;613461870;613461870;33645559561;
10035;;att Pose 1;CM 269 KE;912441500;33645609668;
10035;;att Pose 4;;912441501;33785602303;
10035;;att Pose 5;;912441563;33645609656;
10035;;att Pose 2;;912441569;33645602229;
10035;;att Pose 3;;912441572;33645605222;
30029;;Viano MB 12;CE - 521 - HZ;613460138;33645016206;
30029;;Sprinter MB 16;AP - 297 - HH;912440403;33645448312;
30029;;classe S vt 1;CG - 882 - CJ;912441186;33689159695;
30029;;Trafic MB 14;DD - 073 - HD;912441187;33632461750;
30029;;Viano MB 11;CQ - 709 - XN;912441213;33682840616;
30029;;Classe S vt 3;CN - 023 - CR;912441217;33689228673;
30029;;Minicar 20;DE - 284 - BC;912442748;33645282312;
30029;;Minicar 21;DE - 774 - KC;912442760;33789527097;
20106;;613321225;613321225;613321225;33688089304;
20106;;premuim joachim;DB 937 YV;613460922;33673572112;
20040;;613460124;613460124;613460124;33684957926;
90005;;Boxer;cn250mc;613461474;33642242334;
90005;;613461820;613461820;613461820;33786635239;
90005;;614270298;614270298;614270298;33632280205;
90005;;912440356;912440356;912440356;33645449225;
90005;;912441085;912441085;912441085;33630857865;
90005;;ducato04;205bsw83;912441222;33671771839;
90005;;ada;912442780;912442780;33638762357;
10104;;613460809;613460809;613460809;33686342192;
10104;;613460813;613460813;613460813;33683725214;
10104;;613460844;613460844;613460844;3,34E+11;
10104;;613460853;613460853;613460853;33686342265;
10104;;613460951;613460951;613460951;33640337671;
20099;;pelerin CV 753 MK;613321207;613321207;33633580016;
20099;;vichery  BK 243 WQ;613321208;613321208;33647326390;
20099;;AUDOYE ;613321216;613321216;33631799646;
20099;;jeremy durand CV 935 RX;613321223;613321223;33608977255;
20099;;picard CT 487 YH;613321236;613321236;33631796546;
20099;;viguie 403 TX 47 ;613321239;613321239;33688698295;
20099;;pellegrin 7601 TS 47;613321241;613321241;33681927664;
20099;;fernandes manuel AS 299 VP;613321277;613321277;33689513665;
20099;;alex da silva CZ 978 QN;613321282;613321282;33670090525;
20099;;subirada 4436 VF 47;613321327;613321327;33676641119;
40106;;613460801;613460801;613460801;33688360110;
40106;;613460802;613460802;613460802;33688360146;
40106;;613460812;613460812;613460812;33637575707;
40106;;613460816;613460816;613460816;33688360275;
30073;;LAURENT;205 DDG 59;613321211;33786918941;
30073;;THIERRY;771  DDK 59;613460914;33642831760;
30073;;613460916;613460916;613460916;33642836974;
30073;;NORBERT;BA 812 TH;613460919;33642837053;
30073;;ALEXIS;993  CLP 59;613460920;33789610058;
30073;;GREGORY;BY 753 YJ;613460925;3342832468;
30073;;613460926;613460926;613460926;33786618940;
30073;;JEAN BERNARD;12 BNH 59;613460930;33642832939;
30073;;RENE;238 DGN 59;613460931;33789610056;
30073;;CEDRIC;102 BXT 59;613460932;33642839874;
40101;;CR 590 GD;CR 590 GD;613321218;33640336740;
40101;;CS 771 BJ;CS 771 BJ;613321252;33608724360;
40101;;AZ 078 GZ;AZ 078 GZ;613321307;33645794594;
40101;;AP 254 CM ;AP 254 CM;613321318;33681875936;
40101;;CC 299 KP ;CC 299 KP;613460948;33789590115;
40101;;0;CP 927 EX;912441283;33688360201;
30030;;R520 - DG928KT;613461596;613461596;33688609331;
30030;;R500 - CW604AD;Att Pose - 912443843;912443843;33681713429;
20109;;c4;912441515;912441515;33630600681;
20109;;2008;912442938;912442938;33681322624;
40027;;ALAIN FORESTIER;DD971XW;613460794;33686241476;
40027;;WILFRID;DE952CK;613460839;33686241265;
40027;;DF980DP;DF980DP;613460848;33686241225;
40027;;9994WA94;9994WA94;613460867;33686241366;
